recording_id,timestamp,detected_text,match_type,notes
C01_icons_of_the_trinity,00:17:04,"[00:17:04] Fr. Peter: But there's one more important image of the Trinity I want to draw attention to. And that's not the shamrock, and that's not the icon of Andrei Rublev. And that's the icon of the sign of the cross. Catholics, we are very used to beginning prayer and ending prayer, bulk [possibly: both] ending it with the sign of the cross. The sign of the cross consists of words: ""In the name of the Father and of the Son and of the Holy Spirit. Amen."" Those words are first uttered over us — water poured three times over our heads — when we are baptized. Our baptism is that insertion into the Trinity where we share in the life of God. The Holy Trinity has a dwelling within us, and those words are important. Each one of them is important. ""In the name of"" — in the name, not names, although we name Father, Son, and Holy Spirit separately — to say they have one name, it emphasizes the unity of Father, Son, and Holy Spirit and their equality in the Trinity.",quote,
C01_icons_of_the_trinity,00:18:10,"[00:18:10] Fr. Peter: And of course, this is not just something we made up. It is Christ's words himself, baptizing them — he says, ""In the name of the Father and of the Son and of the Holy Spirit."" This is from our Lord in Matthew 28, his final words in Matthew's gospel before he ascends to heaven. These words matter. Every word matters — even the ""and"" of thus [possibly: these]. And it's good for us, when we pray, to pray with a reverence that we might say, ""In the name of the Father and of the Son and of the Holy Spirit,"" and not to do the sloppy ""Father, Son, Holy Spirit."" The words matter.",quote,
C01_icons_of_the_trinity,00:18:10,"[00:18:10] Fr. Peter: And of course, this is not just something we made up. It is Christ's words himself, baptizing them — he says, ""In the name of the Father and of the Son and of the Holy Spirit."" This is from our Lord in Matthew 28, his final words in Matthew's gospel before he ascends to heaven. These words matter. Every word matters — even the ""and"" of thus [possibly: these]. And it's good for us, when we pray, to pray with a reverence that we might say, ""In the name of the Father and of the Son and of the Holy Spirit,"" and not to do the sloppy ""Father, Son, Holy Spirit."" The words matter.",scripture_ref,
C01_icons_of_the_trinity,00:18:46,"[00:18:46] Fr. Peter: Not only that, the actions matter. When we lift our hands towards our foreheads, this upward motion of our hands goes along with ""In the name of the Father."" That upward motion is this pilgrimage all of us are making to the embrace of God the Father. We all are ascending. We who have come forth from the Father are now meant to go towards him in our prayer. This is that simple glance directed towards heaven that St. Teresa [possibly: Thérèse] talks about when she says, ""What is prayer but a simple glance directed towards heaven?"" In the name of the Father. And then our hand goes down, passing over our heart, and that downward motion, we say, ""and of the Son."" The downward motion is that of Christ, the second person of the Holy Trinity, descending, going forth from the Father and entering into our humanity. Entering not only into our humanity, but taking all of our sufferings onto himself, all of our misery, all of our sin — the descent of Christ into the depths of human misery, so that all human suffering is taken on him. He undergoes that out of love for us. He binds us to himself so we might be lifted up to the Father. And of the Son — crossing over our hearts in the process.",quote,
C01_icons_of_the_trinity,00:18:46,"[00:18:46] Fr. Peter: Not only that, the actions matter. When we lift our hands towards our foreheads, this upward motion of our hands goes along with ""In the name of the Father."" That upward motion is this pilgrimage all of us are making to the embrace of God the Father. We all are ascending. We who have come forth from the Father are now meant to go towards him in our prayer. This is that simple glance directed towards heaven that St. Teresa [possibly: Thérèse] talks about when she says, ""What is prayer but a simple glance directed towards heaven?"" In the name of the Father. And then our hand goes down, passing over our heart, and that downward motion, we say, ""and of the Son."" The downward motion is that of Christ, the second person of the Holy Trinity, descending, going forth from the Father and entering into our humanity. Entering not only into our humanity, but taking all of our sufferings onto himself, all of our misery, all of our sin — the descent of Christ into the depths of human misery, so that all human suffering is taken on him. He undergoes that out of love for us. He binds us to himself so we might be lifted up to the Father. And of the Son — crossing over our hearts in the process.",named_source,
C01_icons_of_the_trinity,00:20:16,"[00:20:16] Fr. Peter: And then we go to ""and of the Holy Spirit,"" going from left to right. In the Western tradition, it's left to right. In the Coptic tradition, it's left to right. In the Eastern tradition, it's right to left. And there are reasons why it's done differently. But the emphasis there is this Holy Spirit that is now among us. This is the Holy Spirit that has been sent among us. Pour it out for the forgiveness of sins. This scent [possibly: descent] of the Holy Spirit is now with us. We are living in the age of the Holy Spirit among us, and we cross over, going from shoulder to shoulder — we cross over our heart.",quote,
C01_icons_of_the_trinity,00:20:55,"[00:20:55] Fr. Peter: The last word of the sign of the cross is no less important. Amen. Amen is a Hebrew word. It is actually derived from another Hebrew word, aman. Aman means tent peg. We think of ""amen,"" we're like, ""What does amen mean?"" ""Oh, it means I believe. It means I'm committing to this."" And it does mean that. But it's derived from this Hebrew word for tent peg. And you think about, especially, the sojourners — you guys are not audibly groaning. We're at 21 minutes and I'm sorry. But you're permitted to groan. That the Israelites in the deserts, in the wilderness, traveling with Moses, they'd set up their tents again and again, as they would have to move on occasion. They would stake their tents so that they would not blow away. It would keep them safe. It would be tied down; you would need to have a peg that would go into the ground. And that tent peg, aman, became associated now with our prayer. When we say ""Amen,"" we are saying, ""I am staking my life on this. I'm driving this into the ground. It will not be moved. This is my stability. I am grounded in this truth. You will not move me. No storms can disturb me, because I am putting — this is my stability, my surety. You cannot take this from me.""",quote,
C01_icons_of_the_trinity,00:22:18,"[00:22:18] Fr. Peter: And we think of, maybe even, Jael killing Sisera in the tent, using a tent peg to conquer one's enemies. We might think in the New Testament of those sharp tent pegs, those nails that went through our Lord's hands, for them, for our salvation. This ""amen"" is no less important than the other words we pray, because this is the most central mystery of our faith, especially when we pray ""Amen"" in regards to the sign of the cross.",quote,
C01_icons_of_the_trinity,00:22:52,"[00:22:52] Fr. Peter: And let's not forget the central image, the central icon of the sign of the cross. Who are we crossing? Ourselves. We are images of God, Father, Son, and Holy Spirit. We are made in his image and likeness. We have the Trinity in us, inscribed in our very natures, and we have the Trinity in us through baptism. We are temples of the Holy Spirit, intimacy with Christ, the inner room from which we pray to the Father in secret. We are all of these things. And the relationality within the Trinity, the love of Father, Son, and Holy Spirit — we are made for relationship. We are made to pour ourselves out and to receive, to give, and to receive, to reciprocate. We are inscribed in our very natures, so that when God looked in creation all the other days, he said, ""It is good.""",quote,
C01_icons_of_the_trinity,00:23:47,"[00:23:47] Fr. Peter: We [possibly: He] looked upon us created in his image and likeness, male and female, meant to enshrine that image of the Holy Trinity in their very bodies. He looked at us and said, ""You are very good,"" for we are images of God's triune love. What that means, how that is lived out, how this changes not just how we approach our faith but everything in our life, we will discuss in the future conferences.",quote,
C02_mystery,00:00:38,"[00:00:38] Fr. Peter: The Trinity is the most central mystery in our faith. It very much matters. It also matters what we mean by the word mystery. We think of the Trinity as something that we can't possibly understand. It confounds us. And I am sure that many of you have heard homilies on Trinity Sunday — the one Sunday a year where priests feel compelled to at least mention the Trinity, the central mystery of our faith — that we can't possibly speak too much about the Trinity, because if we do, we might fall into heresy. If you talk for longer than 10 minutes, you will likely say something wrong. And there are many Trinitarian heresies. We look over the history of Christianity, especially in the early years, and — as Pope Benedict says, as Joseph Ratzinger in Introduction to Christianity — we see a graveyard of heresies. We want out of that graveyard.",named_source,
C02_mystery,00:05:40,"[00:05:40] Fr. Peter: I referred to St. John Henry Newman yesterday, that each of us is an infinite abyss of existence. That is to say, each of us is a mystery, so knowable that it overwhelms anyone's ability to know. We are even a mystery unto ourselves. When we fully know ourselves, it overwhelms us. But to treat another person as a problem, to use them as part of an equation, is to dismiss them at their very core. This was the solution — I say that in quotes — to the, quote, Jewish problem in 1930s and 40s Germany: to treat a whole section of society, a whole accumulation of mysteries of persons, as problems — problems to be solved. And when you're dealing with persons, the solution is death.",named_source,
C02_mystery,00:07:54,"[00:07:54] Fr. Peter: But to approach something as a mystery, we recognize that it is so knowable that it overwhelms us, and we are enveloped in it. The two aspects — mystery is first, so knowable it overwhelms us, and second, it necessarily involves us. We are implicated in it. We use the word ""implicated"" to talk about being implicated in a crime. I buy a bike from a friend at a really good deal and recognize that the friend stole the bike from someone else. I'm implicated in that crime. I'm involved in it. I'm not separate from it. I can't be detached from it as a mere external observer.",quote,
C02_mystery,00:08:27,"[00:08:27] Fr. Peter: I'll tell a story to illustrate this point about mystery involving the self. Several years ago, my sister's family was coming back from eastern Pennsylvania to visit my brother-in-law's family, and so I talked to my niece Elizabeth, who was five years old at that time. I just asked her, ""Elizabeth, how was your trip?"" She said to me, ""Uncle PJ"" — because she calls me Uncle PJ — ""Uncle PJ, guess what? When we go in the car and we drive, the moon follows us.""",quote,
C02_mystery,00:10:32,"[00:10:32] Fr. Peter: So quickly, I said to Elizabeth, ""Elizabeth, that's not true. The moon doesn't follow you. It's so far away. It looks like it's following you."" And she interrupted me. ""No, Uncle PJ. Jake [possibly: 'kay], it really follows me."" Elizabeth was right, in a sense. She approached the moon as a mystery. And its own movements were not separate from hers. She was involved in it. For me, the moon was a problem. It could be analyzed. We could measure it. I could explain the different things about it. I could talk about why it looks like it has different shapes — that's due to the phases. Why we only see one side of it, even though it is a sphere — because it is tidally locked to the Earth. I would love to be able to explain all these things — to talk about how those shapes you see on its surface are actually impact craters from asteroids and meteors and other space debris, that the moon actually acts as a cosmic vacuum cleaner protecting the Earth. Oh, there's so many things you could talk about with the moon that are interesting in its own way.",quote,
C02_mystery,00:12:59,"[00:12:59] Fr. Peter: We remember the dream of St. Augustine, walking along a beach and finding a boy, digging a hole, taking a pail and going to the ocean and dumping ocean water into that hole on the seashore. ""What are you doing, boy?"" ""I'm pouring the ocean into this hole."" ""Well, you can't do that. The ocean will not fit. As much as you might try, it will not go into that. All the water you pour in will just seep into the sand and return to the ocean."" And that is also the case, the boy says, when you try to understand God as one in three.",quote,
C02_mystery,00:12:59,"[00:12:59] Fr. Peter: We remember the dream of St. Augustine, walking along a beach and finding a boy, digging a hole, taking a pail and going to the ocean and dumping ocean water into that hole on the seashore. ""What are you doing, boy?"" ""I'm pouring the ocean into this hole."" ""Well, you can't do that. The ocean will not fit. As much as you might try, it will not go into that. All the water you pour in will just seep into the sand and return to the ocean."" And that is also the case, the boy says, when you try to understand God as one in three.",named_source,
C03_gift_and_liturgy,00:00:04,"[00:00:04] Fr. Peter: As a deer longs for flowing streams to my soul for you, O God, my soul thirsts for God, the living God. When shall I come and behold the face of God? My tears have been my food day and night, while men say to me continually, ""Where is your God?"" These things I remember as I pour out my soul, how I went with the throng and led them in procession to the house of God, with glad shouts and songs of thanksgiving, a multitude keeping festival. Why are you cast down, O my soul, and why are you disquieted within me? Hope in God, for I shall again praise him, my Savior and my God. My soul is cast down within me, therefore I remember you from the land of Jordan and of Hermon, from Mount Mizar. Deep calls to deep at the thunder of your cataracts. All your waves and your billows have gone over me. Amen. In the name of the Father, and of the Son, and of the Holy Spirit. Amen.",quote,
C03_gift_and_liturgy,00:01:11,"[00:01:11] Fr. Peter: Understanding God as mystery, and that he is one God, one divine nature, and three divine persons, and we see that everything that God does is mysterious. There is a way in which we are implicated in it. It is well beyond our ability to understand. It overwhelms us, and we are enveloped in it. We can think of creation itself as mysterious, approaching it as a mystery, for we ourselves are created. The uncreating [possibly: uncreated] love created love out of his creativity, according to Bill Daniels, I think, and according to Joseph Ratzinger. God's love spilled out. He was infinitely perfect within himself. There was no need, in one sense, to create. For God was love within three persons, a communion of love — not some lonely figure off in another world unto himself, but fully loving. God pouring himself out, Father to Son, Son to Father, that love being the Holy Spirit. This Trinity is a Trinity of love. And that love made the sun and the stars. And that love made us.",named_source,
C03_gift_and_liturgy,00:05:39,"[00:05:39] Fr. Peter: He was looking for humanity to respond. He wanted Adam and Eve to respond, for they were made capable of that, in God's image and likeness. Adam and Eve turned in on themselves. They grasped after what was going to be given to them as a gift in due time. They made it their possession. Eve reached out, grasped that fruit. She said, ""Mine."" When she said ""Mine,"" she cut herself off from communion with God and with Adam. And Adam shared in that fall, and thus cut off, humanity waited to be united. All the liturgies of the Old Testament, all the rituals and sacrifices, all the prayers and the psalms, everything pointed to a time when that would be satisfied, when we could make that full response. And it wasn't until grace entered into creation again, preveniently, in the soul of the Blessed Virgin Mary at the moment of her conception, that God could find within humanity a way to respond.",quote,
C03_gift_and_liturgy,00:06:46,"[00:06:46] Fr. Peter: God created. He used the passive tense. ""Let us create,"" he says. ""Let there be light."" Fiat lux, he creates. And there was light. ""Let there be dry land."" And there it was, dry land. And God creates one [possibly: no one] in creation to give some kind of echo of response. And it wasn't until the Blessed Virgin Mary, as a young woman, responded to God's will: ""Let it be done to me according to thy word."" God said — Mary said — and the Word became flesh and dwelt among us.",quote,
C03_gift_and_liturgy,00:07:37,"[00:07:37] Fr. Peter: And Jesus, when he teaches us how to pray, he says, ""When you pray, pray this way: Our Father, who art in heaven, hallowed be thy name. Thy kingdom come, thy will be done — fiat voluntas tua — thy will be done on earth as it is in heaven."" When we pray that ""our Father,"" recognizing we pray that with confidence, within and through Christ, who is our insertion into the Holy Trinity, we are echoing God's creation. We are giving that full response in our totality back to God.",quote,
C03_gift_and_liturgy,00:08:24,"[00:08:24] Fr. Peter: Liturgy, as one author said, David Fagerberg — he said, ""The liturgy is doing the world the way the world was meant to be done."" We have all these things that are not God, but they show something of God. They are teeming with his life, with his existence. And the whole world aches to give this response. Liturgy is this response. Liturgy is, in effect, a response to a question that we could have ourselves. I might say, why this chair? For sitting. Why food? For eating. Why something rather than nothing? Liturgy.",quote,
C03_gift_and_liturgy,00:09:16,"[00:09:16] Fr. Peter: When we come together and we pray in union with Christ, as members of his mystical body, his bride, at [possibly: the] Church, we are making that response. Our response is not lessened because we are part of a whole. We ourselves are wholes within that we make this full response, for we are at [possibly: as] the Church, collectively and individually. We are a spouse to Christ, and we make this prayer to God our Father. We are given the Holy Spirit, who teaches us how to pray, ""Abba, Father."" Liturgy is how we live now as Catholics.",quote,
C03_gift_and_liturgy,00:09:55,"[00:09:55] Fr. Peter: Understanding this liturgy, we have within the Church's liturgy the seven sacraments, the first of which is baptism. Baptism is the sacrament — the mystery itself — by which we are incorporated into Christ, in which we are made beloved sons through Christ, the eternal Son of the Father. He who was adopted into our human nature — and adopted by St. Joseph as his father — we receive adoption as sons through him. We are truly then sons, more by grace than we are sons of our biological fathers by nature. We are inserted into the Trinity. God's life is poured over us. When that water hits our head three times, in the name of the Father and of the Son and of the Holy Spirit, what is enacted through material means is done immaterially, and grace is given.",named_source,
C03_gift_and_liturgy,00:10:56,"[00:10:56] Fr. Peter: We are washed clean, original sin being wiped away. We are restored, and we are elevated. Made in the image and likeness of God, but that image marred by original sin, it is now made perfect, and ready for that perfection which Christ invites us to. Baptism is our entrance into divine life. We use the word ""grace"" — in this case, sanctifying grace — to mean the life of the Blessed Trinity within us. And baptism opens us up to the other sacraments as well: confirmation — we are sealed with the gift of the Holy Spirit — and the Holy Eucharist — we are fed with the bread of eternal life. We have the sacraments of vocation — of marriage, of priesthood — and the sacraments of healing — of confession, and anointing of the sick. In all of these sacraments, there is involved a pouring out of God, usually through material means of some kind. Even confession, which has no physical symbol, still has the raising of the hand, but also the material of our own guilt and our shame and our repentance, given over to God and then transformed by his mercy.",quote,
C03_gift_and_liturgy,00:12:47,"[00:12:47] Fr. Peter: Luigi Giussani, one of the great religious thinkers and reformers of the 20th century, said, ""Everything is positive."" Everything is positive. Everything is good. And if it does not exist, it is not good. Sin is nothingness. Christ said, ""Without me you can do nothing."" And when we sin, we do nothing. But everything — everything that shares in God — shares in his goodness. There's nothing that is purely evil. Not even Satan himself is pure evil, for even by his existence, he shares something in God. And everything of our own lives, everything we encounter, is teeming with that life, is teeming with that mystery, is teeming with that gift underneath it.",quote,
C03_gift_and_liturgy,00:13:40,"[00:13:40] Fr. Peter: St. Thérèse said at the end of her life, before she was about to expire from tuberculosis — a very painful, terrible disease — ""Everything is grace."" God's life is in everything. It is brimming with mystery. For this reason, St. Augustine could see the Trinity in everything, or St. Elizabeth of the Trinity could not help but talk about Trinity in everything she would see — for the relations between objects and persons, between person and person, everything communicated something of the Trinity. In the next talk, we will talk about how relationships image the Trinity. But everything is gift.",quote,
C03_gift_and_liturgy,00:13:40,"[00:13:40] Fr. Peter: St. Thérèse said at the end of her life, before she was about to expire from tuberculosis — a very painful, terrible disease — ""Everything is grace."" God's life is in everything. It is brimming with mystery. For this reason, St. Augustine could see the Trinity in everything, or St. Elizabeth of the Trinity could not help but talk about Trinity in everything she would see — for the relations between objects and persons, between person and person, everything communicated something of the Trinity. In the next talk, we will talk about how relationships image the Trinity. But everything is gift.",named_source,
C03_gift_and_liturgy,00:14:51,"[00:14:51] Fr. Peter: Max Weber, a German philosopher of the 19th century, said, ""This [possibly: It] is an enchanted world."" Not that it's magic in the sense of the occult, but it is magical and enchanted, because the material world is brimming with the invisible. We need to recover this. We need to have the sacramental vision by which we see all things. And when we do that, we will want to respond.",quote,
C03_gift_and_liturgy,00:21:03,"[00:21:03] Fr. Peter: We are made for this infinity. We who are infinite abysses of existence, we are made, and we cry out. And we pour ourselves out. In Greek, the word is kenosis — to pour out. St. Thérèse says, prayer [possibly: love] is to be poured out into another. Going back to the words of Psalm 42, deep calls unto deep. From the abyss of our hearts, we call out to the abyss of the Holy Trinity. All your torrents and all your waves washed over me. This is utterly catastrophic in this world. To be under a waterfall would result in a lot of death, especially in torrential waterfalls. We would drown. But in the life of the Trinity, we are meant to be washed over, continually swept up — God's pouring out of himself and his triune grace. And we say, let this happen. Let deep call out unto deep. Let me make this prayer of hope.",scripture_ref,
C03_gift_and_liturgy,00:21:03,"[00:21:03] Fr. Peter: We are made for this infinity. We who are infinite abysses of existence, we are made, and we cry out. And we pour ourselves out. In Greek, the word is kenosis — to pour out. St. Thérèse says, prayer [possibly: love] is to be poured out into another. Going back to the words of Psalm 42, deep calls unto deep. From the abyss of our hearts, we call out to the abyss of the Holy Trinity. All your torrents and all your waves washed over me. This is utterly catastrophic in this world. To be under a waterfall would result in a lot of death, especially in torrential waterfalls. We would drown. But in the life of the Trinity, we are meant to be washed over, continually swept up — God's pouring out of himself and his triune grace. And we say, let this happen. Let deep call out unto deep. Let me make this prayer of hope.",named_source,
C03_gift_and_liturgy,00:22:56,"[00:22:56] Fr. Peter: This is how we live the Trinitarian life in all aspects — not segmenting it out in some part that we call our faith life. We live our life — our life is inherently Trinitarian, and our life is Trinitarian through the shape of the cross that is traced over us again and again. Living this mystery means living utterly differently, and it needs to be expressed. And what I recommend to do — this is to live this life of thanksgiving, to be thankful before God at all times, in all places. Saint Paul says, ""Give thanks.""",quote,
C03_gift_and_liturgy,00:22:56,"[00:22:56] Fr. Peter: This is how we live the Trinitarian life in all aspects — not segmenting it out in some part that we call our faith life. We live our life — our life is inherently Trinitarian, and our life is Trinitarian through the shape of the cross that is traced over us again and again. Living this mystery means living utterly differently, and it needs to be expressed. And what I recommend to do — this is to live this life of thanksgiving, to be thankful before God at all times, in all places. Saint Paul says, ""Give thanks.""",named_source,
C04_relationship,00:02:16,"[00:02:16] Fr. Peter: St. Thomas Aquinas would quote Aristotle, who said, ""Knowledge begins with the senses"" — things we can touch and feel. And from that we derive things we can measure, things we experience on the superficial level, although as if it was apart from ourselves, as we are not implicated in it.",quote,
C04_relationship,00:02:16,"[00:02:16] Fr. Peter: St. Thomas Aquinas would quote Aristotle, who said, ""Knowledge begins with the senses"" — things we can touch and feel. And from that we derive things we can measure, things we experience on the superficial level, although as if it was apart from ourselves, as we are not implicated in it.",named_source,
C04_relationship,00:04:02,"[00:04:02] Fr. Peter: Someone who goes through a mystical experience, I'm told, is not able to communicate what happened in that experience. St. Paul sort of sheepishly talks about how he knew a man who was lifted up into the ninth [possibly: third] heaven, whatever, some level of heaven. And he said, I don't know which, I don't know. And he can't really tell much about it, because it's hard to tell. What you know in that way can't be easily explained.",named_source,
C04_relationship,00:04:30,"[00:04:30] Fr. Peter: This kind of knowledge, St. Thomas Aquinas calls this connatural knowledge. His example that he uses to explain how this knowledge works is that of the virtue of chastity. You can understand chastity by observing it and putting it down to its separate parts, understanding how the intellect and the will work together with the passions or against the passions in order to experience and to give and to receive chaste love in the appropriate context. We can study theology of the body. We can understand these things in all their various ways, and we can understand this virtue well. But someone who lives chastity starts to become like it through their living of it. And they might not decipher it and divide it down into its different parts, but someone who understands chastity from the inside has a knowledge that exceeds that of those that study from the outside.",named_source,
C04_relationship,00:05:31,"[00:05:31] Fr. Peter: This is called connatural knowledge by St. Thomas Aquinas, because it is knowledge that has become second nature. Virtues become part of us. All knowledge is through a likeness. If I know something, when I divide into parts and understand the different concepts that go into a field of study, those concepts remain in me. There's a likeness imprinted into my intellect. But when we become like something, we bypass the knowledge that comes to us through concepts. And instead, we have that likeness imprinted directly on us, on our person. And that allows us to know and understand on a level wholly different. And it's to know and understand with our totality something in its totality.",named_source,
C04_relationship,00:07:09,"[00:07:09] Fr. Peter: St. Paul says in his letter to the Romans, ""Do not be conformed to this age, but be transformed by the renewal of your mind."" The way in which our minds are renewed is how we come into a unitive awareness, a contemplation of — and most especially — relationship.",quote,
C04_relationship,00:07:09,"[00:07:09] Fr. Peter: St. Paul says in his letter to the Romans, ""Do not be conformed to this age, but be transformed by the renewal of your mind."" The way in which our minds are renewed is how we come into a unitive awareness, a contemplation of — and most especially — relationship.",named_source,
C04_relationship,00:07:36,"[00:07:36] Fr. Peter: Christ says, ""Where two or three are gathered in my name, there I am in the midst of them."" Christ comes in the midst of us. He comes between us — not to separate, for we often use the phrase ""between us"" as something that's showing an obstacle, but to actually connect us.",quote,
C04_relationship,00:08:30,"[00:08:30] Fr. Peter: Martin Buber was a Jewish philosopher of the 20th century. His great work is called I and Thou. It was written in German, and using thou, which is like the more, you know, the older form of you, was emphasized in the English translation to stress not just reverence towards the other, but we're really talking about a singular person. When you say ""I and you,"" you could be plural. He wants to say it between a first person singular pronoun and a second person singular pronoun. I and thou.",quote,
C04_relationship,00:09:57,"[00:09:57] Fr. Peter: I recall Pope Benedict's inaugural homily when he was made Pope in 2005. [unclear 00:10:04–00:10:35] He said, ""of our friendship with him."" We are able to really engage in friendship because God has loved us first. He has poured himself out for us when we were not deserving. It is pure gift. And because God has poured himself out, we are able to love each other.",quote,
