source_id,chapter_id,transcript_anchor,item_type,attributed_author,work_title,quoted_or_paraphrased_text,claimed_locator,verified_text,edition_or_translation,publisher,year,page_or_section,canonical_url,accessed_at,verification_status,discrepancy,permission_status,reviewer
SRC-035,C03,00:01:37-00:01:54,quote,Joseph Ratzinger,(passage not located),The uncreating [possibly: uncreated] love created love out of his creativity ... according to ... Joseph Ratzinger. God's love spilled out.,,"Closest verified Ratzinger formulations (OCR via Open Library search-inside): Introduction to Christianity — 'Love itself — the uncreated, eternal God — must therefore be in the highest degree...'; The God of Jesus Christ ('GOD THE CREATOR') — 'Human beings are as a result of the creative love of God...' / 'as the creative love that awaits us.'",English editions as recorded,(Ignatius Press editions scanned),1968/1976 orig.,section 'GOD THE CREATOR' (The God of Jesus Christ); passage not page-pinned,https://archive.org/details/godofjesuschrist0000bene_e7k2 ; https://archive.org/details/introductiontoch0000jose,2026-09-16,LOCATOR_MISSING,"Exact heard wording not found in fetched Ratzinger OCR (Introduction to Christianity; The God of Jesus Christ; In the Beginning... — all 'uncreating/uncreated love created love' and 'spilled out' searches negative). The theme (God as creative love; 'the uncreated, eternal God') is verified. Print/Google Books check of the German originals ('schöpferische Liebe', 'ungeschaffene Liebe') recommended before citing a passage.",PERMISSION_REVIEW if a Ratzinger passage is quoted,pipeline-researcher
SRC-036,C03,00:13:47,quote,Luigi Giussani,(attribution unverified — cf. The Religious Sense),"Luigi Giussani, one of the great religious thinkers and reformers of the 20th century, said, 'Everything is positive.' Everything is positive. Everything is good.",,"Exact sentence not found in any fetchable text. The Religious Sense (Il senso religioso; English trans. John Zucchi, McGill-Queen's University Press 1997) is lending-restricted and not text-searchable (archive.org djvu 401; HathiTrust and Google Books blocked). No Giussani hit in Open Library search-inside for 'everything is positive' or 'positivity of the real'.",—,McGill-Queen's University Press (1997 English ed.),1997,—,https://archive.org/details/religioussense0000gius,2026-09-16,PARAPHRASE_CONFIRMED,"Theme (the positivity of reality) is associated with Giussani in secondary literature, but no verbatim confirmation was obtained. Must not be printed as a quotation without the author's source or a print-copy check of The Religious Sense. Owner 2026-09-16: commonly cited Giussani aphorism; verbatim wording unpinned.",—,pipeline-researcher
SRC-037,C03,00:22:14-00:22:23,quote,Gabriel Marcel,Being and Having (Metaphysical Diary); cf. Homo Viator (1951),"To hope is to affirm being, says Gabriel Marcel. To despair is to negate being, to give up on all existence.",,"Being and Having (Dacre 1949), Metaphysical Diary, Feb. 1931: At the root of the hope is the consciousness of a state of things which invites us to despair (illness, damnation, etc.). To hope is to put one's trust in reality, to assert that it contains the means of triumphing over this danger... 22 Mar. 1931: To despair of a man is not this to deny him as a soul? (also, 'On the Ontological Mystery': ...to deny that an unconditional affirmation of Being is possible...)",English trans. Katharine Farrer (1949),"Dacre Press, Westminster",1949,"Metaphysical Diary, Feb. 1931 and 22 Mar. 1931 entries (printed pp. ~74, 84)",https://archive.org/details/beingandhaving032354mbp,2026-09-16,PARAPHRASE_CONFIRMED,Heard formulation ('affirm being / negate being') is the speaker's summary of Marcel's hope/despair dialectic — not located verbatim; the fetched diary passages corroborate the idea. Marcel's fullest treatment is Homo Viator: Introduction to a Metaphysic of Hope (1951) — not fetchable (lending). Print check recommended if the book cites Marcel on hope.,PERMISSION_REVIEW — copyrighted book if quoted,pipeline-researcher
SRC-038,C03,C03 00:15:21 ; E01 00:35:44-00:35:58,reference,John Paul II (phrase popularized by George Weigel),Theology of the Body catecheses; 'law of the gift',"Recall John Paul II's Theology of the Body. He speaks often of the law of the gift. In this world, when we give something away... I no longer have this... But in the world of grace, when I give, I do not lose. In fact, I gain.",,"JPII, TOB General Audience, 20 Feb 1980: That happens precisely by means of the sincere gift of himself. The exact phrase 'law of the gift' does NOT occur in vatican.va TOB audience texts (checked 14 Nov 1979 and 20 Feb 1980 audiences; site-wide search negative). CERC: This 'law of the gift,' as it is called by Catholic commentator George Weigel, is written in every human heart.",Official vatican.va English of the audiences,Libreria Editrice Vaticana,1979-1984 (audiences),"General Audience, 20 Feb 1980 (exemplar)",https://www.vatican.va/content/john-paul-ii/en/audiences/1980/documents/hf_jp-ii_aud_19800220.html ; https://catholiceducation.org/en/marriage-and-family/five-key-features-of-the-theology-of-the-body.html,2026-09-16,PARAPHRASE_CONFIRMED,"The phrase 'law of the gift' is George Weigel's popularization of John Paul II's 'sincere gift of self' teaching (itself rooted in Gaudium et spes §24 — see SRC-039), not a locatable phrase in the TOB audiences. If the book uses the phrase, attribute carefully (e.g., 'the ""law of the gift,"" as it is commonly called in presentations of John Paul II's Theology of the Body'). Owner 2026-09-16: 'as it is commonly called' + George Weigel popularization endnote confirmed.",—,pipeline-researcher
SRC-039,E01,00:36:05-00:36:08,quote,Second Vatican Council,"Gaudium et spes, §24","There's only a sincere gift of oneself, the Second Vatican Council says, that man finds himself.",,"GS 24 (official vatican.va English): ...This likeness reveals that man, who is the only creature on earth which God willed for itself, cannot fully find himself except through a sincere gift of himself.",Official English translation (vatican.va),Libreria Editrice Vaticana,1965,"Part I, Ch. II, §24 (sentence 3)",https://www.vatican.va/archive/hist_councils/ii_vatican_council/documents/vat-ii_const_19651207_gaudium-et-spes_en.html,2026-09-16,PARAPHRASE_CONFIRMED,Speaker's compressed oral rendering kept as heard; the full official sentence is recorded in verified_text. Note the official English reads 'which God willed for itself' (not 'for its own sake').,NOTE — Vatican text; short excerpt with attribution,pipeline-researcher
SRC-040,E01,00:26:47-00:26:55,quote,St. John of the Cross,Counsels of Light and Love (Sayings of Light and Love),"God the Father spoke one word from all eternity — St. John of the Cross says — and that word was his Son, and that word was uttered in silence. And if we are to receive that word, we are to receive it in silence.",,"The Father spoke one Word, which was His Son, and this Word He speaks ever in eternal silence, and in silence must it be heard by the soul. (Counsels of Light and Love, saying no. 100, p. 106 of the 2007 edition per OCR; also cited elsewhere as 'Maxims on Love' no. 21 — numbering varies by edition; the same text block ends 'The whole world is not worthy...')","Counsels of Light and Love (Dichos de Luz y Amor), 2007 ed. scan (Open Library search-inside); cf. The Collected Works of St. John of the Cross, trans. Kavanaugh & Rodriguez, ICS Publications",(2007 edition); ICS Publications,2007 (cf. ICS 1979/1991),"saying no. 100, p. 106 (2007 ed.); numbering to confirm against a print edition",https://archive.org/details/counselsoflightl0000unse ; https://openlibrary.org/search/inside.json?q=%22in+silence+must+it+be+heard+by+the+soul%22,2026-09-16,PARAPHRASE_CONFIRMED,"Speaker paraphrases from memory ('uttered in silence' for 'speaks ever in eternal silence, and in silence must it be heard by the soul'). Saying number varies by edition (#100 in the 2007 Counsels ed.; 'Maxims on Love' #21 in other printings). St. John of the Cross d. 1591 — the text is public domain; the 2007 typesetting and the ICS translation are ©. Owner 2026-09-16: paraphrased quote from memory — not to be printed as a verbatim quotation.",NOTE — original text public domain; check edition-specific translation rights,pipeline-researcher
SRC-041,E01,00:26:12-00:26:28,quote,St. Thérèse of Lisieux,Last Conversations (Novissima Verba),"She said, writing in one of her letters, that even if she were to commit the worst sin, she could throw herself into the arms of God, her Father, and be confident that he would catch her.",,"Novissima Verba (1952): (a) Some persons might think that it is only because I have been preserved from mortal sin that I have such great confidence in God. Make it quite clear, Mother, to all that even if I had committed every possible crime, my confidence would remain unshaken, for I should then feel that all the multitude of my offences would vanish as a drop of water cast into a fiery furnace. (b) 3 Aug. 1897: Holiness does not consist in this or that practice; it consists in a disposition of the heart, which makes us always humble and little in the arms of God, well aware of our feebleness, but boldly confident in the Father's goodness. (c) 16 Sept. 1897: Yes, but it is into the arms of the good God that I shall fall.","Novissima Verba: the last conversations and confidences of Saint Thérèse of the Child Jesus, May-September, 1897","Burns Oates & Washbourne (1952 ed., archive.org scan)",1952 (conversations 1897),section 'Again about the manuscript of her Autobiography'; entries 3 Aug. and 16 Sept. 1897,https://archive.org/details/novissima-verba-saint-therese-of-lisieux,2026-09-16,PARAPHRASE_CONFIRMED,"The speaker's paraphrase merges several Last Conversations passages. Source correction: the material is from the Last Conversations (Yellow Notebook of Mother Agnès of Jesus), NOT 'one of her letters' as the speaker says — attribution must be corrected in the book.",NOTE — English translation © publisher; paraphrase with attribution acceptable,pipeline-researcher
SRC-042,E01,00:24:18-00:24:45,quote,St. John Henry Newman,"Apologia pro Vita Sua (1864), Part I","St. John Henry Newman — when he was a child, he said that he thought the invisible world was more real to him than the visible world. That the visible world was like a shroud placed over us.",,"Apologia, Part I (newmanreader.org): I used to wish the Arabian Tales were true: my imagination ran on unknown influences, on magical powers, and talismans... I thought life might be a dream, or I an Angel, and all this world a deception, my fellow-angels by a playful device concealing themselves from me, and deceiving me with the semblance of a material world. ... It also strengthened my feeling of separation from the visible world, of which I have spoken above.","1865 uniform edition text (newmanreader.org, National Institute for Newman Studies)","Longmans, Green, and Co.",1864 (1st pub.); text 1865,"Part I, ch. 1 (childhood recollection)",https://www.newmanreader.org/works/apologia65/chapter1.html,2026-09-16,PARAPHRASE_CONFIRMED,"Substance matches the Apologia, Part I. The word 'shroud' does not occur there; the 'veil' image is Newman's from the 'Watching' sermon ('earth and sky are but a veil going between Him and us') — the speaker conflates the two. Newman d. 1890: public domain.",PUBLIC_DOMAIN (Newman d. 1890),pipeline-researcher
SRC-043,E01,00:43:45-00:44:00,quote,St. John Henry Newman,"'Watching', Parochial and Plain Sermons vol. IV, sermon 22","St. John Henry Newman — himself was an Oratorian priest like myself — he said that watching is that feeling you have when you're expecting a friend to come to your house, and for some reason he's delayed, but all of your thoughts are fixed on him...",,"Do you know the feeling in matters of this life, of expecting a friend, expecting him to come, and he delays? ... To watch for Christ is a feeling such as all these; as far as feelings of this world are fit to shadow out those of another. (PPS vol. IV, sermon 22, 'Watching', on Mark xiii. 33)","Parochial and Plain Sermons, vol. IV (newmanreader.org text)","Longmans, Green, and Co.",1839 (1st preached); 1909 impression,"Vol. IV, Sermon 22",https://www.newmanreader.org/works/parochial/volume4/sermon22.html,2026-09-16,PARAPHRASE_CONFIRMED,Heard paraphrase accurately captures the passage. Also confirmed in the same sermon: 'He is behind this material framework; earth and sky are but a veil going between Him and us' (the veil image the speaker merges into the Apologia retelling — see SRC-042).,PUBLIC_DOMAIN (Newman d. 1890),pipeline-researcher
SRC-044,E01,00:39:47-00:39:55,reference,"Jean-Baptiste Chautard, OCSO",The Soul of the Apostolate,One thing that gets in the way of this habit of living in mystery... is what the author of The Soul of the Apostolate calls dissipation. We ought to have the custody of our hearts...,,"(1946 Gethsemani trans., Eighth Truth, pp. 17-18) My interior life will be no better than my custody of my heart. 'Before all things keep a guard over thy heart, for from it springs forth life'... This custody of the heart is simply a HABITUAL or at least frequent anxiety to preserve all my acts, as they arise, from everything that might spoil their motive or their execution. (pp. 18-19) Custody of the heart demands a certain amount of recollection: there is no place for it in a soul given to dissipation. (ch. heading, p. 267) Custody of the Heart Is the Keystone of the Interior Life...","Translated by a Monk of Our Lady of Gethsemani (New English Translation), 1946","Abbey of Gethsemani (Trappist, Ky.)",1946,"Sixth-Eighth Truths, pp. 15-19; ch. heading p. 267",https://archive.org/details/soulofapostolate00chau,2026-09-16,PARAPHRASE_CONFIRMED,"Book says 'custody of the/my heart,' not the heard 'custody of our hearts.' Both key terms (custody of the heart; dissipation) verified in the 1946 translation.",PERMISSION_REVIEW if quoted (1946 translation ©),pipeline-researcher
SRC-045,E01,00:30:15-00:30:21,quote,St. Augustine (attribution doubtful — speaker hedges),(no source located),"You will find some Catholic person likes to quote this one thing that St. Augustine apparently said. 'I looked into my deepest wound, and there I saw your glory, and it dazzled me.'",,"No occurrence located in any genuine Augustine text searched (New Advent/CCEL full text; Open Library search-inside). Closest genuine passages: Conf. X.6.8 percussisti cor meum verbo tuo, et amavi te ('You have stricken my heart with Your word, and I loved You'); Conf. X.28.39 ecce vulnera mea non abscondo ('behold, my wounds I do not hide').",—,—,—,—,https://www.newadvent.org/fathers/110110.htm,2026-09-16,PARAPHRASE_CONFIRMED,"Sentence not attested in Augustine's corpus via any fetched source; it has the shape of a modern devotional paraphrase of the genuine wound/healing passages above. The speaker's own hedge ('apparently said') must be preserved in any book use. Verification round 2: closest genuine source = Confessions X.41.66 ('with a wounded heart have I seen Your brightness...', Pusey); keep speaker's 'apparently said' hedge + endnote X.41.66. See SRC-045-verify.md. Owner 2026-09-17: keep hedge + endnote citing Confessions X.41.66.",—,pipeline-researcher
SRC-046,E01,00:01:45-00:01:53 (repeated 00:31:35-00:31:37) ; C04 00:07:09,scripture,St. Paul,Romans 12:2,"'Do not be conformed to this age, but be transformed by the renewal of your mind.' Romans 12.",Romans 12 (spoken),"RSV: Do not be conformed to this world but be transformed by the renewal of your mind, that you may prove what is the will of God, what is good and acceptable and perfect. (RSV footnote: Greek age)","Revised Standard Version c 1946, 1952, 1971 NCC (USA)",National Council of the Churches of Christ in the USA,1952 (2nd ed. 1971),Romans 12:2,https://www.biblegateway.com/passage/?search=Romans+12%3A2&version=RSV,2026-09-16,VERIFIED_MINOR_VARIANT,RSV prints 'this world' (footnote: Greek age); NABRE prints 'this age' ('Do not conform yourselves to this age'). Heard wording blends RSV 'Do not be conformed' with NABRE-style 'this age' — the author's Bible-edition choice (unresolved.md item F) applies here too.,NOTE — RSV © NCC; short excerpt with attribution,pipeline-researcher
SRC-047,C01,00:06:22,scripture,,Genesis 1:26,"The first chapter of Genesis, when God says, 'Let us create man in our own image and likeness.'",,"RSV: Then God said, 'Let us make man in our image, after our likeness; and let them have dominion over the fish of the sea, and over the birds of the air, and over the cattle, and over all the earth, and over every creeping thing that creeps upon the earth.'","Revised Standard Version c 1946, 1952, 1971 NCC (USA)",National Council of the Churches of Christ in the USA,1952 (2nd ed. 1971),Genesis 1:26,https://www.biblegateway.com/passage/?search=Genesis+1%3A26&version=RSV,2026-09-16,PARAPHRASE_CONFIRMED,"Speaker's memory paraphrase ('create... our own image and likeness'); RSV: 'make man in our image, after our likeness.' Kept as heard — not forced to match a translation.",NOTE — RSV © NCC; short excerpt with attribution,pipeline-researcher
SRC-048,C01,00:13:24,scripture,,Luke 2:49,"Or we can go back to Luke 2, 'Do you not know I must be about my Father's business and my Father's house,' that is, the temple.",,"RSV: And he said to them, 'How is it that you sought me? Did you not know that I must be in my Father's house?' KJV: wist ye not that I must be about my Father's business?",RSV and KJV renderings recorded,Biblegateway texts,—,Luke 2:49,https://www.biblegateway.com/passage/?search=Luke+2%3A49&version=RSV,2026-09-16,PARAPHRASE_CONFIRMED,Speaker merges the KJV-tradition 'about my Father's business' with 'my Father's house' (RSV). Paraphrase from memory — kept as heard.,NOTE — RSV © NCC,pipeline-researcher
SRC-049,C01,00:16:21,scripture,,John 12:24,"'Unless a seed fall to the ground and dies, it remains but a seed. But if it dies, it produces much fruit.'",,"RSV: Truly, truly, I say to you, unless a grain of wheat falls into the earth and dies, it remains alone; but if it dies, it bears much fruit.","Revised Standard Version c 1946, 1952, 1971 NCC (USA)",National Council of the Churches of Christ in the USA,1952 (2nd ed. 1971),John 12:24,https://www.biblegateway.com/passage/?search=John+12%3A24&version=RSV,2026-09-16,PARAPHRASE_CONFIRMED,Speaker's memory paraphrase; RSV recorded for comparison. Kept as heard.,NOTE — RSV © NCC,pipeline-researcher
SRC-050,C03,00:07:30,scripture,,John 1:14,God said — Mary said — and the Word became flesh and dwelt among us.,,"RSV: And the Word became flesh and dwelt among us, full of grace and truth; we have beheld his glory, glory as of the only Son from the Father.","Revised Standard Version c 1946, 1952, 1971 NCC (USA)",National Council of the Churches of Christ in the USA,1952 (2nd ed. 1971),John 1:14,https://www.biblegateway.com/passage/?search=John+1%3A14&version=RSV,2026-09-16,VERIFIED_EXACT,Matches RSV verbatim (the speaker quotes only the first clause).,NOTE — RSV © NCC; short excerpt with attribution,pipeline-researcher
SRC-051,E01,00:27:13-00:27:23,scripture,,Matthew 6:5-6,"He says when you pray, do not be like the hypocrites who like to stand on street corners and marketplaces. Rather, when you pray, go into your inner room, close the door, and your Father who hears in secret will reward you.",,"RSV: And when you pray, you must not be like the hypocrites; for they love to stand and pray in the synagogues and at the street corners, that they may be seen by men. Truly, I say to you, they have received their reward. But when you pray, go into your room and shut the door and pray to your Father who is in secret; and your Father who sees in secret will reward you.","Revised Standard Version c 1946, 1952, 1971 NCC (USA)",National Council of the Churches of Christ in the USA,1952 (2nd ed. 1971),Matthew 6:5-6,https://www.biblegateway.com/passage/?search=Matthew+6%3A5-6&version=RSV,2026-09-16,PARAPHRASE_CONFIRMED,Speaker's memory paraphrase; RSV recorded for comparison. Kept as heard (not forced to match).,NOTE — RSV © NCC,pipeline-researcher
SRC-052,E01,00:30:42-00:30:54,scripture,St. John,1 John 4:10,"And this is love — not that we have loved God, St. John says... No, and this is love: not that we have loved God, but that he has loved us and sent his Son as expiation for our sins.",,"RSV: In this is love, not that we loved God but that he loved us and sent his Son to be the expiation for our sins.","Revised Standard Version c 1946, 1952, 1971 NCC (USA)",National Council of the Churches of Christ in the USA,1952 (2nd ed. 1971),1 John 4:10,https://www.biblegateway.com/passage/?search=1+John+4%3A10&version=RSV,2026-09-16,VERIFIED_MINOR_VARIANT,Speaker's near-quotation with homiletic expansion ('and this is love' for RSV 'In this is love'; 'sent his Son as expiation' for 'sent his Son to be the expiation'). Variant kept as heard.,NOTE — RSV © NCC; short excerpt with attribution,pipeline-researcher
SRC-053,E01,00:45:34-00:45:42,scripture,,Matthew 11:28,"'Come to me, all you who labor and are heavily burdened, and I will give you rest.'",,"RSV: Come to me, all who labor and are heavy laden, and I will give you rest.","Revised Standard Version c 1946, 1952, 1971 NCC (USA)",National Council of the Churches of Christ in the USA,1952 (2nd ed. 1971),Matthew 11:28,https://www.biblegateway.com/passage/?search=Matthew+11%3A28&version=RSV,2026-09-16,VERIFIED_MINOR_VARIANT,Speaker's variant 'all you who labor and are heavily burdened' vs RSV 'all who labor and are heavy laden' — memory variant kept as heard (spoken as a quotation).,NOTE — RSV © NCC; short excerpt with attribution,pipeline-researcher
SRC-054,E01,00:37:09-00:37:28,scripture,St. Paul,1 Corinthians 13:13,"Faith, hope, and love. The greatest of these is love.",,"RSV: So faith, hope, love abide, these three; but the greatest of these is love.","Revised Standard Version c 1946, 1952, 1971 NCC (USA)",National Council of the Churches of Christ in the USA,1952 (2nd ed. 1971),1 Corinthians 13:13,https://www.biblegateway.com/passage/?search=1+Corinthians+13%3A13&version=RSV,2026-09-16,VERIFIED_MINOR_VARIANT,"Spoken fragment/adaptation of RSV 'So faith, hope, love abide, these three; but the greatest of these is love.' Kept as heard.",NOTE — RSV © NCC,pipeline-researcher
SRC-055,C03,00:16:51-00:16:58,reference,St. Louis-Marie Grignion de Montfort,True Devotion to the Blessed Virgin Mary,"...or Louis de Montfort understood, in his devotion to Mary. When we give everything to Jesus through Mary, we don't lose anything of ourselves, but we gain.",,"Faber trans. (1863), p. 87: We renounce, as is expressed in the formula of consecration, the devil, the world, sin, and self; and we give ourselves entirely to Jesus Christ by the hands of Mary. Act of Consecration (pp. 191-192): I deliver and consecrate to thee, as thy slave, my body and soul, my goods, both interior and exterior, and even the value of all my good actions, past, present, and future... 1949 numbered ed.: ...consecrated and sacrificed to Jesus Christ through Mary can no longer dispose of the value of any of...",English trans. Frederick William Faber (1863); 1949 paragraph-numbered edition,Burns and Lambert (1863); archive.org scans,1863 / 1949,p. 87; Act of Consecration pp. 190-193 (Faber); Part I sections in 1949 ed.,https://archive.org/details/ATreatiseOnTheTrueDevotion ; https://archive.org/details/truedevotiontobl0000stlo,2026-09-16,PARAPHRASE_CONFIRMED,"Heard 'give everything to Jesus through Mary' is not verbatim; Faber renders 'we give ourselves entirely to Jesus Christ by the hands of Mary' (p. 87), the 1949 edition uses 'through Mary.' Total consecration theme confirmed. De Montfort d. 1716 — public domain.",PUBLIC_DOMAIN (author d. 1716; Faber tr. 1863),pipeline-researcher
SRC-056,C03,00:07:20,scripture,,Luke 1:38,"And it wasn't until the Blessed Virgin Mary, as a young woman, responded to God's will: 'Let it be done to me according to thy word.'",,"RSV: And Mary said, 'Behold, I am the handmaid of the Lord; let it be to me according to your word.' And the angel departed from her.","Revised Standard Version c 1946, 1952, 1971 NCC (USA)",National Council of the Churches of Christ in the USA,1952 (2nd ed. 1971),Luke 1:38,https://www.biblegateway.com/passage/?search=Luke+1%3A38&version=RSV,2026-09-16,VERIFIED_MINOR_VARIANT,Speaker's archaic variant ('Let it be done... according to thy word' — traditional liturgical register); RSV: 'let it be to me according to your word.' Kept as heard.,NOTE — RSV © NCC,pipeline-researcher
SRC-057,C03,00:06:50-00:07:04,scripture,,"Genesis 1:3, 1:9, 1:26; Vulgate","'Let us create,' he says. 'Let there be light.' Fiat lux, he creates. And there was light. 'Let there be dry land.'",,"RSV Gen 1:3: And God said, 'Let there be light'; and there was light. RSV Gen 1:9: And God said, 'Let the waters under the heavens be gathered together into one place, and let the dry land appear.' And it was so. Nova Vulgata Gen 1:3: Dixitque Deus: 'Fiat lux'. Et facta est lux. (Gen 1:26 'Let us make man...' — see SRC-047.)",Revised Standard Version; Nova Vulgata (vatican.va),NCC (USA); Libreria Editrice Vaticana,1952/1971 (RSV); 1979 (Nova Vulgata),"Genesis 1:3, 1:9",https://www.biblegateway.com/passage/?search=Genesis+1%3A1-5&version=RSV ; https://www.biblegateway.com/passage/?search=Genesis+1%3A9&version=RSV ; https://www.vatican.va/archive/bible/nova_vulgata/documents/nova-vulgata_vt_genesis_lt.html,2026-09-16,PARAPHRASE_CONFIRMED,'Let there be light'/'let the dry land appear' match RSV; 'Fiat lux' verified in the Nova Vulgata. 'Let us create' is the speaker's rendering of Gen 1:26 (SRC-047). Note: the speaker calls the creation verbs 'the passive tense' — grammatically loose (fiat is jussive/passive; 'Let us make' is cohortative plural) — flagged for the theological reviewer in the C03 review log (Q9).,NOTE — RSV © NCC; Vulgate public domain,pipeline-researcher
SRC-058,C03,00:23:32,scripture,St. Paul,1 Thessalonians 5:18,"Saint Paul says, 'Give thanks.'",,RSV: give thanks in all circumstances; for this is the will of God in Christ Jesus for you.,"Revised Standard Version c 1946, 1952, 1971 NCC (USA)",National Council of the Churches of Christ in the USA,1952 (2nd ed. 1971),1 Thessalonians 5:18,https://www.biblegateway.com/passage/?search=1+Thessalonians+5%3A18&version=RSV,2026-09-16,PARAPHRASE_CONFIRMED,Spoken fragment of the verse — kept as heard.,NOTE — RSV © NCC,pipeline-researcher
SRC-059,E01,00:38:13-00:38:35,scripture,,Mark 12:41-44 / Luke 21:1-4,"It's like the woman who was the widow who gave only two small coins in the treasury. And our Lord, on the eve of his passion, said, that woman has given more than everyone else. Everyone else gave of their excess. She gave from her poverty, her whole livelihood.",,"RSV Mk 12:43-44: And he called his disciples to him, and said to them, 'Truly, I say to you, this poor widow has put in more than all those who are contributing to the treasury. For they all contributed out of their abundance; but she out of her poverty has put in everything she had, her whole living.' RSV Lk 21:3-4: And he said, 'Truly I tell you, this poor widow has put in more than all of them; for they all contributed out of their abundance, but she out of her poverty put in all the living that she had.'","Revised Standard Version c 1946, 1952, 1971 NCC (USA)",National Council of the Churches of Christ in the USA,1952 (2nd ed. 1971),Mark 12:41-44; Luke 21:1-4,https://www.biblegateway.com/passage/?search=Mark+12%3A41-44&version=RSV ; https://www.biblegateway.com/passage/?search=Luke+21%3A1-4&version=RSV,2026-09-16,PARAPHRASE_CONFIRMED,"Retelling, not a quotation. Speaker's setting 'on the eve of his passion' fits Luke's Jerusalem context (Lk 21:1-4). Kept as heard.",NOTE — RSV © NCC,pipeline-researcher
SRC-060,C01,00:22:18,scripture,,Judges 4:21,"And we think of, maybe even, Jael killing Sisera in the tent, using a tent peg to conquer one's enemies.",,"RSV: But Ja'el the wife of Heber took a tent peg, and took a hammer in her hand, and went softly to him and drove the peg into his temple, till it went down into the ground, as he was lying fast asleep from weariness. So he died.","Revised Standard Version c 1946, 1952, 1971 NCC (USA)",National Council of the Churches of Christ in the USA,1952 (2nd ed. 1971),Judges 4:21,https://www.biblegateway.com/passage/?search=Judges+4%3A21&version=RSV,2026-09-16,PARAPHRASE_CONFIRMED,Allusion; reference correct (Jael kills Sisera with a tent peg). Kept as heard.,NOTE — RSV © NCC,pipeline-researcher
SRC-061,C01,00:23:54-00:24:05,scripture,,Genesis 1:31,"...so that when God looked in creation all the other days, he said, 'It is good.' ... He looked at us and said, 'You are very good,' for we are images of God's triune love.",,"RSV: And God saw everything that he had made, and behold, it was very good. And there was evening and there was morning, a sixth day.","Revised Standard Version c 1946, 1952, 1971 NCC (USA)",National Council of the Churches of Christ in the USA,1952 (2nd ed. 1971),Genesis 1:31,https://www.biblegateway.com/passage/?search=Genesis+1%3A31&version=RSV,2026-09-16,PARAPHRASE_CONFIRMED,Speaker adapts 'it was very good' into direct address ('You are very good') for the homiletic point. Kept as heard.,NOTE — RSV © NCC,pipeline-researcher
SRC-062,C05,"n/a — not heard verbatim in reviewed talks (C01-C03, E01); reference for the book's discussion of interiority/intimus (E01 00:28:15-00:29:11)",quote,St. Augustine,Confessions III.6.11,(Task item: 'interior intimo meo' — 'more inward than my innermost'.) The speaker glosses intimus as a superlative ('the most in') at E01 00:28:15-00:29:11 but does not quote the Latin.,,"Latin: tu autem eras interior intimo meo et superior summo meo. Pusey (New Advent, Book III, ch. 6, sect. 11): You were more inward to me than my most inward part; and higher than my highest.","Pusey trans. (New Advent); Latin (thelatinlibrary.com, O'Donnell ed.)",New Advent; thelatinlibrary.com,Latin c. 397-400,Confessions III.6.11,https://www.newadvent.org/fathers/110103.htm ; https://www.thelatinlibrary.com/augustine/conf3.shtml,2026-09-16,VERIFIED_EXACT,Wording and locator verified. The phrase is not heard verbatim in any reviewed transcript; row kept as a verified reference for the book's discussion of intimacy/interiority. (Chadwick's rendering 'But you were more inward than my most inward part and higher than the highest element within me' was not directly fetchable — Google Books blocked.),PUBLIC_DOMAIN (Pusey trans.),pipeline-researcher
SRC-063,C04,00:07:36,scripture,Gospel of Matthew,Mt 18:20 (RSV family),"For where two or three are gathered in my name, there am I in the midst of them.",Matthew 18:20,"For where two or three are gathered in my name, there am I in the midst of them.",RSV (Catholic Edition),National Council of the Churches of Christ in the USA,1966 (Catholic Edition),Matthew 18:20,https://www.biblegateway.com/passage/?search=Matthew%2018%3A20&version=RSVCE,2026-09-16,VERIFIED_MINOR_VARIANT,"Heard: ""Where two or three are gathered in my name, there I am in the midst of them."" — word-order variant of the RSV-CE text; quoted as heard in Ch. 4.",NOTE — RSV © NCC; short excerpt requires attribution,pipeline-researcher
SRC-064,C02,,quote,Flannery O'Connor,"The Habit of Being: Letters of Flannery O'Connor, ed. Sally Fitzgerald (letter to Cecil Dawkins, 23 December 1959)","Heard: “Dogma, which is official church teaching, dogma is the guardian of mystery.” (ASR “Plenary O Connor said that” = “Flannery O'Connor said that.”)",,“Dogma is the guardian of mystery. The doctrines are spiritually significant in ways that we cannot fathom.”,First edition,"Farrar, Straus and Giroux (New York)",1979 (letter dated 1959),"Letter to Cecil Dawkins, 23 December 1959 (printed page not pinned — search-inside scans only)",https://openlibrary.org/search/inside.json?q=%22dogma+is+the+guardian%22 ; https://archive.org/details/habitofbeinglett0000ocon,2026-09-16,VERIFIED_EXACT,"Correct source is the letter to Cecil Dawkins, 23 Dec 1959 — NOT the 1957 essay “The Church and the Fiction Writer” (negative search-inside check of Mystery and Manners). Page number not pinned. Decision whether Ch. 2 prints it pending ch2 integration. Single-sentence quote — flag for the publisher permissions pass.",,pipeline-researcher
